MAS: Financial Database - Exchange Rates

Exchange Rates (Daily)
Jan 2006 to Oct 2025


End of Period,,,S$ Per 100 Units of Indian Rupee
2006,Jan,03,3.6805
,,04,3.6787
,,05,3.6867
,,06,3.6825
,,09,3.6863
,,11,3.7069
,,12,3.6775
,,13,3.6815
,,16,3.6826
,,17,3.6824
,,18,3.6757
,,19,3.6745
,,20,3.6797
,,23,3.6786
,,24,3.6670
,,25,3.6598
,,26,3.6772
,,27,3.6726
,Feb,01,3.6801
,,02,3.6848
,,03,3.6927
,,06,3.6802
,,07,3.6837
,,08,3.6890
,,09,3.7009
,,10,3.6855
,,13,3.6814
,,14,3.6821
,,15,3.6833
,,16,3.6825
,,17,3.6834
,,20,3.6693
,,21,3.6728
,,22,3.6659
,,23,3.6564
,,24,3.6581
,,27,3.6561
,,28,3.6481
,Mar,01,3.6550
,,02,3.6489
,,03,3.6514
,,06,3.6594
,,07,3.6680
,,08,3.6769
,,09,3.6626
,,10,3.6597
,,13,3.6557
,,14,3.6538
,,15,3.6594
,,16,3.6455
,,17,3.6478
,,20,3.6405
,,21,3.6405
,,22,3.6413
,,23,3.6328
,,24,3.6294
,,27,3.6218
,,28,3.6195
,,29,3.6255
,,30,3.6377
,,31,3.6281
,Apr,03,3.6246
,,04,3.6251
,,05,3.5912
,,06,3.6117
,,07,3.5872
,,10,3.5883
,,11,3.6085
,,12,3.5918
,,13,3.5473
,,17,3.5561
,,18,3.5530
,,19,3.5427
,,20,3.5423
,,21,3.5412
,,24,3.5307
,,25,3.5428
,,26,3.5270
,,27,3.5219
,,28,3.5174
,May,02,3.5160
,,03,3.5078
,,04,3.5067
,,05,3.5164
,,08,3.4909
,,09,3.4975
,,10,3.4890
,,11,3.4865
,,15,3.4730
,,16,3.4657
,,17,3.4642
,,18,3.4625
,,19,3.4803
,,22,3.4824
,,23,3.4731
,,24,3.4798
,,25,3.4571
,,26,3.4464
,,29,3.4373
,,30,3.4207
,,31,3.3890
,Jun,01,3.4089
,,02,3.4178
,,05,3.4354
,,06,3.4355
,,07,3.4419
,,08,3.4453
,,09,3.4641
,,12,3.4678
,,13,3.4764
,,14,3.4717
,,15,3.4701
,,16,3.4561
,,19,3.4809
,,20,3.4737
,,21,3.4612
,,22,3.4559
,,23,3.4508
,,26,3.4585
,,27,3.4452
,,28,3.4381
,,29,3.4476
,,30,3.4470
,Jul,03,3.4427
,,04,3.4386
,,05,3.4332
,,06,3.4338
,,07,3.4285
,,10,3.4226
,,11,3.4127
,,12,3.4164
,,13,3.4183
,,14,3.4139
,,17,3.4244
,,18,3.4039
,,19,3.4010
,,20,3.3927
,,21,3.3865
,,24,3.3832
,,25,3.3818
,,26,3.3803
,,27,3.3763
,,28,3.3920
,,31,3.3944
,Aug,01,3.3818
,,02,3.3918
,,03,3.3785
,,04,3.3879
,,07,3.3824
,,08,3.3749
,,10,3.3861
,,11,3.3896
,,14,3.3907
,,15,3.4063
,,16,3.3906
,,17,3.3863
,,18,3.3869
,,21,3.3861
,,22,3.3828
,,23,3.3817
,,24,3.3876
,,25,3.3871
,,28,3.3908
,,29,3.3871
,,30,3.3823
,,31,3.3786
,Sep,01,3.3782
,,04,3.3792
,,05,3.3873
,,06,3.3881
,,07,3.4031
,,08,3.4013
,,11,3.3998
,,12,3.3994
,,13,3.4173
,,14,3.4178
,,15,3.4275
,,18,3.4328
,,19,3.4460
,,20,3.4448
,,21,3.4493
,,22,3.4513
,,25,3.4522
,,26,3.4453
,,27,3.4589
,,28,3.4561
,,29,3.4549
,Oct,02,3.4695
,,03,3.4512
,,04,3.4663
,,05,3.4667
,,06,3.4723
,,09,3.4792
,,10,3.4696
,,11,3.4662
,,12,3.4822
,,13,3.4799
,,16,3.4894
,,17,3.4893
,,18,3.4853
,,19,3.4761
,,20,3.4735
,,23,3.4685
,,25,3.4785
,,26,3.4610
,,27,3.4640
,,30,3.4555
,,31,3.4715
,Nov,01,3.4687
,,02,3.4761
,,03,3.4794
,,06,3.4897
,,07,3.4849
,,08,3.4937
,,09,3.4932
,,10,3.5123
,,13,3.4755
,,14,3.4533
,,15,3.4334
,,16,3.4441
,,17,3.4678
,,20,3.4745
,,21,3.4579
,,22,3.4786
,,23,3.4735
,,24,3.4620
,,27,3.4749
,,28,3.4642
,,29,3.4612
,,30,3.4500
,Dec,01,3.4541
,,04,3.4575
,,05,3.4567
,,06,3.4534
,,07,3.4397
,,08,3.4480
,,11,3.4490
,,12,3.4365
,,13,3.4345
,,14,3.4401
,,15,3.4458
,,18,3.4460
,,19,3.4499
,,20,3.4464
,,21,3.4459
,,22,3.4501
,,26,3.4645
,,27,3.4687
,,28,3.4700
,,29,3.4713

"* Yearly, monthly and weekly figures are end period values."
"* Daily figures are values as of noon."


End of Period,,,S$ Per 100 Units of Indian Rupee
2007,Jan,03,3.4599
,,04,3.4513
,,05,3.4678
,,08,3.4718
,,09,3.4567
,,10,3.4513
,,11,3.4537
,,12,3.4678
,,15,3.4769
,,16,3.4780
,,17,3.4735
,,18,3.4778
,,19,3.4639
,,22,3.4705
,,23,3.4821
,,24,3.4673
,,25,3.4690
,,26,3.4907
,,29,3.4747
,,30,3.4913
,,31,3.4819
,Feb,01,3.4772
,,02,3.4851
,,05,3.4800
,,06,3.4783
,,07,3.4763
,,08,3.4723
,,09,3.4766
,,12,3.4795
,,13,3.4900
,,14,3.4810
,,15,3.4819
,,16,3.4949
,,21,3.4685
,,22,3.4678
,,23,3.4641
,,26,3.4577
,,27,3.4538
,,28,3.4508
,Mar,01,3.4509
,,02,3.4512
,,05,3.4380
,,06,3.4349
,,07,3.4402
,,08,3.4272
,,09,3.4430
,,12,3.4561
,,13,3.4532
,,14,3.4601
,,15,3.4650
,,16,3.4620
,,19,3.4731
,,20,3.4650
,,21,3.4899
,,22,3.4786
,,23,3.4766
,,26,3.4913
,,27,3.5109
,,28,3.5122
,,29,3.5035
,,30,3.4817
,Apr,02,3.5121
,,03,3.5118
,,04,3.5404
,,05,3.5077
,,09,3.5338
,,10,3.5304
,,11,3.5391
,,12,3.5411
,,13,3.5418
,,16,3.5602
,,17,3.6289
,,18,3.6083
,,19,3.5830
,,20,3.6000
,,23,3.6347
,,24,3.6391
,,25,3.6927
,,26,3.7119
,,27,3.6934
,,30,3.6750
,May,02,3.6951
,,03,3.6945
,,04,3.7195
,,07,3.7319
,,08,3.7150
,,09,3.7093
,,10,3.6970
,,11,3.6707
,,14,3.6893
,,15,3.7138
,,16,3.7155
,,17,3.7283
,,18,3.7326
,,21,3.7477
,,22,3.7743
,,23,3.7689
,,24,3.7614
,,25,3.7581
,,28,3.7669
,,29,3.7746
,,30,3.7662
,Jun,01,3.7724
,,04,3.7786
,,05,3.7749
,,06,3.7733
,,07,3.7661
,,08,3.7621
,,11,3.7631
,,12,3.7800
,,13,3.7748
,,14,3.7692
,,15,3.7623
,,18,3.7768
,,19,3.7761
,,20,3.7559
,,21,3.7715
,,22,3.7767
,,25,3.7718
,,26,3.7516
,,27,3.7480
,,28,3.7553
,,29,3.7624
,Jul,02,3.7556
,,03,3.7545
,,04,3.7543
,,05,3.7574
,,06,3.7549
